Table with column headers in rows 3 and 4,,,,,,,,,,,,
Geographic Information,,,,All Ages,,,,,,Median Household Income,,
State FIPS Code,County FIPS Code,Postal Code,Name,"Poverty Estimate, All Ages",90% CI Lower Bound,90% CI Upper Bound,"Poverty Percent, All Ages",90% CI Lower Bound,90% CI Upper Bound,Median Household Income,90% CI Lower Bound,90% CI Upper Bound
48,015,TX,Austin County,"3,122","2,377","3,867",10.4,7.9,12.9,"68,150","63,293","73,007"
48,017,TX,Bailey County,"1,084",832,"1,336",16.1,12.3,19.9,"47,375","41,494","53,256"
48,019,TX,Bandera County,"2,445","1,897","2,993",11.4,8.8,14.0,"69,051","62,724","75,378"
48,021,TX,Bastrop County,"11,414","8,951","13,877",11.5,9.0,14.0,"72,809","65,602","80,016"
48,023,TX,Baylor County,602,482,722,17.6,14.1,21.1,"45,408","39,963","50,853"
48,025,TX,Bee County,"6,383","4,937","7,829",27.1,21.0,33.2,"45,431","41,559","49,303"
48,027,TX,Bell County,"52,868","46,947","58,789",14.3,12.7,15.9,"58,878","55,684","62,072"
48,029,TX,Bexar County,"293,859","274,989","312,729",14.8,13.8,15.8,"63,014","61,651","64,377"
48,031,TX,Blanco County,"1,063",813,"1,313",9.0,6.9,11.1,"69,247","61,420","77,074"
48,033,TX,Borden County,61,46,76,9.9,7.5,12.3,"69,744","61,268","78,220"
48,035,TX,Bosque County,"2,404","1,861","2,947",13.2,10.2,16.2,"56,041","49,621","62,461"
48,037,TX,Bowie County,"15,460","12,623","18,297",17.8,14.5,21.1,"52,934","48,552","57,316"
48,039,TX,Brazoria County,"33,053","26,458","39,648",9.0,7.2,10.8,"82,165","76,842","87,488"
48,041,TX,Brazos County,"50,154","45,597","54,711",22.6,20.6,24.6,"50,494","47,385","53,603"
48,043,TX,Brewster County,"1,250",935,"1,565",13.3,9.9,16.7,"51,197","45,062","57,332"
48,045,TX,Briscoe County,205,157,253,14.7,11.3,18.1,"49,905","43,603","56,207"
48,047,TX,Brooks County,"1,986","1,491","2,481",28.6,21.5,35.7,"33,460","29,353","37,567"
48,049,TX,Brown County,"5,603","4,432","6,774",15.3,12.1,18.5,"48,803","43,724","53,882"
48,051,TX,Burleson County,"2,575","2,023","3,127",14.4,11.3,17.5,"57,469","50,762","64,176"
48,053,TX,Burnet County,"4,950","3,830","6,070",9.9,7.7,12.1,"72,510","65,930","79,090"
48,055,TX,Caldwell County,"5,779","4,418","7,140",12.8,9.8,15.8,"60,063","53,866","66,260"
48,057,TX,Calhoun County,"2,867","2,166","3,568",14.6,11.0,18.2,"70,662","64,488","76,836"
48,059,TX,Callahan County,"1,702","1,298","2,106",12.1,9.2,15.0,"56,708","50,391","63,025"
48,061,TX,Cameron County,"103,230","92,405","114,055",24.6,22.0,27.2,"46,436","43,306","49,566"
48,063,TX,Camp County,"2,102","1,621","2,583",16.7,12.9,20.5,"51,024","47,045","55,003"
48,065,TX,Carson County,520,396,644,9.1,6.9,11.3,"66,548","58,342","74,754"
48,067,TX,Cass County,"5,136","4,209","6,063",18.2,14.9,21.5,"42,896","38,206","47,586"
48,069,TX,Castro County,"1,184",904,"1,464",16.2,12.4,20.0,"62,236","56,988","67,484"
48,071,TX,Chambers County,"5,034","4,190","5,878",10.4,8.7,12.1,"89,767","80,573","98,961"
48,073,TX,Cherokee County,"8,776","7,088","10,464",18.1,14.6,21.6,"48,664","43,990","53,338"
48,075,TX,Childress County,"1,093",824,"1,362",21.1,15.9,26.3,"42,758","38,134","47,382"
48,077,TX,Clay County,"1,093",840,"1,346",10.7,8.2,13.2,"60,973","53,797","68,149"
48,079,TX,Cochran County,529,410,648,21.3,16.5,26.1,"42,274","37,361","47,187"
48,081,TX,Coke County,497,396,598,15.1,12.0,18.2,"46,767","40,770","52,764"
48,083,TX,Coleman County,"1,488","1,148","1,828",19.3,14.9,23.7,"42,253","37,237","47,269"
48,085,TX,Collin County,"72,757","65,193","80,321",6.6,5.9,7.3,"102,119","99,051","105,187"
48,087,TX,Collingsworth County,436,332,540,16.9,12.9,20.9,"45,734","40,363","51,105"
48,089,TX,Colorado County,"2,527","1,861","3,193",12.4,9.1,15.7,"62,004","57,439","66,569"
48,091,TX,Comal County,"9,181","6,730","11,632",5.3,3.9,6.7,"93,487","90,151","96,823"
48,093,TX,Comanche County,"2,196","1,731","2,661",16.1,12.7,19.5,"49,076","43,552","54,600"
48,095,TX,Concho County,490,369,611,14.9,11.2,18.6,"48,563","42,611","54,515"
48,097,TX,Cooke County,"5,423","4,352","6,494",13.0,10.4,15.6,"58,060","52,365","63,755"
48,099,TX,Coryell County,"9,611","7,672","11,550",13.6,10.8,16.4,"59,718","56,183","63,253"
48,101,TX,Cottle County,259,195,323,18.8,14.2,23.4,"44,590","38,978","50,202"
48,103,TX,Crane County,519,393,645,11.3,8.6,14.0,"63,555","55,841","71,269"
48,105,TX,Crockett County,447,338,556,14.6,11.0,18.2,"53,159","46,498","59,820"
48,107,TX,Crosby County,"1,173",915,"1,431",23.2,18.1,28.3,"42,728","38,579","46,877"
48,109,TX,Culberson County,427,327,527,19.6,15.0,24.2,"48,217","42,124","54,310"
48,111,TX,Dallam County,747,557,937,10.5,7.8,13.2,"70,895","69,799","71,991"
48,113,TX,Dallas County,"368,709","345,049","392,369",14.4,13.5,15.3,"63,549","62,192","64,906"
48,115,TX,Dawson County,"2,330","1,812","2,848",21.3,16.6,26.0,"43,627","38,246","49,008"
48,117,TX,Deaf Smith County,"3,134","2,479","3,789",17.3,13.7,20.9,"50,967","47,225","54,709"
48,119,TX,Delta County,847,660,"1,034",15.8,12.3,19.3,"50,329","44,384","56,274"
48,121,TX,Denton County,"68,494","61,404","75,584",7.4,6.6,8.2,"98,027","94,703","101,351"
48,123,TX,DeWitt County,"3,108","2,336","3,880",17.1,12.9,21.3,"54,279","48,758","59,800"
48,125,TX,Dickens County,313,240,386,20.7,15.9,25.5,"42,690","37,484","47,896"
48,127,TX,Dimmit County,"2,162","1,696","2,628",25.7,20.2,31.2,"41,838","36,569","47,107"
48,129,TX,Donley County,516,392,640,16.9,12.8,21.0,"44,353","39,207","49,499"
48,131,TX,Duval County,"2,776","2,240","3,312",30.0,24.2,35.8,"37,921","33,321","42,521"
48,133,TX,Eastland County,"3,191","2,553","3,829",18.5,14.8,22.2,"47,526","42,077","52,975"
48,135,TX,Ector County,"26,375","21,813","30,937",16.6,13.7,19.5,"58,389","53,447","63,331"
48,137,TX,Edwards County,289,218,360,20.1,15.2,25.0,"47,573","41,511","53,635"
48,139,TX,Ellis County,"17,641","14,223","21,059",8.8,7.1,10.5,"87,698","82,171","93,225"
48,141,TX,El Paso County,"171,242","156,548","185,936",20.1,18.4,21.8,"50,983","49,538","52,428"
48,143,TX,Erath County,"7,181","6,005","8,357",17.9,15.0,20.8,"51,964","47,768","56,160"
48,145,TX,Falls County,"3,141","2,358","3,924",20.3,15.2,25.4,"46,173","41,540","50,806"
48,147,TX,Fannin County,"4,835","3,809","5,861",14.3,11.3,17.3,"56,794","50,828","62,760"
48,149,TX,Fayette County,"2,676","2,107","3,245",11.0,8.7,13.3,"64,711","58,878","70,544"
48,151,TX,Fisher County,564,437,691,15.3,11.9,18.7,"51,362","45,616","57,108"
48,153,TX,Floyd County,966,729,"1,203",18.2,13.7,22.7,"43,855","38,662","49,048"
48,155,TX,Foard County,183,138,228,17.4,13.2,21.6,"42,616","37,308","47,924"
48,157,TX,Fort Bend County,"61,654","50,676","72,632",7.2,5.9,8.5,"98,070","92,397","103,743"
48,159,TX,Franklin County,"1,537","1,191","1,883",14.8,11.5,18.1,"51,885","45,546","58,224"
48,161,TX,Freestone County,"2,892","2,275","3,509",15.8,12.4,19.2,"48,397","42,464","54,330"
48,163,TX,Frio County,"4,124","3,246","5,002",26.7,21.0,32.4,"47,833","43,314","52,352"
48,165,TX,Gaines County,"3,009","2,288","3,730",13.8,10.5,17.1,"58,712","51,573","65,851"
48,167,TX,Galveston County,"42,174","35,529","48,819",12.1,10.2,14.0,"77,627","74,601","80,653"
48,169,TX,Garza County,"1,044",782,"1,306",24.8,18.6,31.0,"43,890","38,757","49,023"
48,171,TX,Gillespie County,"2,376","1,832","2,920",8.8,6.8,10.8,"71,594","63,543","79,645"
48,173,TX,Glasscock County,98,74,122,8.5,6.4,10.6,"116,958","112,567","121,349"
48,175,TX,Goliad County,"1,045",802,"1,288",14.7,11.3,18.1,"58,937","51,787","66,087"
48,177,TX,Gonzales County,"3,129","2,490","3,768",16.1,12.8,19.4,"48,164","42,841","53,487"
48,179,TX,Gray County,"3,388","2,731","4,045",17.7,14.3,21.1,"45,530","40,366","50,694"
48,181,TX,Grayson County,"15,392","12,648","18,136",11.2,9.2,13.2,"62,678","58,644","66,712"
48,183,TX,Gregg County,"19,426","16,045","22,807",16.1,13.3,18.9,"57,608","53,623","61,593"
48,185,TX,Grimes County,"4,419","3,429","5,409",16.1,12.5,19.7,"52,540","46,493","58,587"
48,187,TX,Guadalupe County,"16,664","13,968","19,360",9.5,8.0,11.0,"80,145","74,401","85,889"
48,189,TX,Hale County,"5,848","4,662","7,034",19.6,15.6,23.6,"47,373","42,590","52,156"
48,191,TX,Hall County,679,531,827,24.1,18.9,29.3,"34,766","30,537","38,995"
48,193,TX,Hamilton County,"1,201",949,"1,453",14.8,11.7,17.9,"53,759","47,185","60,333"
48,195,TX,Hansford County,595,453,737,11.7,8.9,14.5,"57,692","51,322","64,062"
48,197,TX,Hardeman County,610,469,751,17.2,13.2,21.2,"45,677","40,025","51,329"
48,199,TX,Hardin County,"5,485","4,071","6,899",9.7,7.2,12.2,"67,183","60,540","73,826"
48,201,TX,Harris County,"767,505","737,646","797,364",16.4,15.8,17.0,"63,539","62,106","64,972"
48,203,TX,Harrison County,"10,198","8,165","12,231",15.0,12.0,18.0,"56,645","51,716","61,574"
48,205,TX,Hartley County,450,340,560,10.4,7.9,12.9,"71,332","64,279","78,385"
48,207,TX,Haskell County,"1,023",776,"1,270",20.6,15.6,25.6,"43,546","40,450","46,642"
48,209,TX,Hays County,"30,782","27,113","34,451",12.4,10.9,13.9,"79,336","73,219","85,453"
48,211,TX,Hemphill County,330,249,411,10.2,7.7,12.7,"65,387","57,168","73,606"
48,213,TX,Henderson County,"12,989","10,841","15,137",15.8,13.2,18.4,"50,348","46,278","54,418"
48,215,TX,Hidalgo County,"251,220","234,303","268,137",28.8,26.9,30.7,"44,260","41,628","46,892"
48,217,TX,Hill County,"4,985","3,969","6,001",13.9,11.1,16.7,"52,495","47,131","57,859"
48,219,TX,Hockley County,"3,379","2,710","4,048",16.4,13.2,19.6,"51,078","45,671","56,485"
48,221,TX,Hood County,"6,484","5,293","7,675",10.2,8.3,12.1,"68,911","63,219","74,603"
48,223,TX,Hopkins County,"5,350","4,345","6,355",14.5,11.8,17.2,"56,680","51,439","61,921"
48,225,TX,Houston County,"3,915","2,926","4,904",19.8,14.8,24.8,"45,603","42,109","49,097"
48,227,TX,Howard County,"4,851","3,797","5,905",16.9,13.2,20.6,"55,842","49,557","62,127"
48,229,TX,Hudspeth County,780,597,963,24.0,18.4,29.6,"38,904","34,011","43,797"
48,231,TX,Hunt County,"13,902","11,848","15,956",13.8,11.8,15.8,"58,326","53,142","63,510"
48,233,TX,Hutchinson County,"2,551","1,984","3,118",12.6,9.8,15.4,"56,646","53,580","59,712"
48,235,TX,Irion County,136,105,167,8.8,6.8,10.8,"69,966","61,063","78,869"
48,237,TX,Jack County,"1,233",953,"1,513",16.0,12.4,19.6,"51,846","45,516","58,176"
48,239,TX,Jackson County,"2,002","1,531","2,473",13.5,10.3,16.7,"60,666","53,553","67,779"
48,241,TX,Jasper County,"7,663","6,662","8,664",23.8,20.7,26.9,"50,038","44,134","55,942"
48,243,TX,Jeff Davis County,398,287,509,21.3,15.3,27.3,"56,149","49,082","63,216"
48,245,TX,Jefferson County,"45,633","40,359","50,907",19.2,17.0,21.4,"55,575","52,368","58,782"
48,247,TX,Jim Hogg County,"1,111",855,"1,367",23.2,17.8,28.6,"37,454","34,281","40,627"
48,249,TX,Jim Wells County,"8,234","6,512","9,956",21.4,16.9,25.9,"43,852","39,626","48,078"
48,251,TX,Johnson County,"17,978","14,559","21,397",9.8,7.9,11.7,"76,226","71,044","81,408"
48,253,TX,Jones County,"2,929","2,202","3,656",19.7,14.8,24.6,"52,288","47,937","56,639"
48,255,TX,Karnes County,"2,721","2,128","3,314",22.1,17.3,26.9,"48,470","42,428","54,512"
48,257,TX,Kaufman County,"13,916","11,093","16,739",8.9,7.1,10.7,"73,660","68,861","78,459"
48,259,TX,Kendall County,"3,154","2,388","3,920",6.8,5.1,8.5,"102,832","91,568","114,096"
48,261,TX,Kenedy County,48,36,60,14.2,10.7,17.7,"42,379","36,994","47,764"
48,263,TX,Kent County,81,62,100,11.5,8.7,14.3,"54,154","47,438","60,870"
48,265,TX,Kerr County,"6,378","5,072","7,684",12.4,9.9,14.9,"60,834","56,281","65,387"
48,267,TX,Kimble County,679,509,849,15.6,11.7,19.5,"48,671","42,975","54,367"
48,269,TX,King County,30,23,37,11.6,8.7,14.5,"74,890","65,425","84,355"
48,271,TX,Kinney County,545,414,676,19.0,14.4,23.6,"50,567","44,268","56,866"
48,273,TX,Kleberg County,"7,233","5,947","8,519",24.6,20.2,29.0,"49,226","43,490","54,962"
48,275,TX,Knox County,562,418,706,17.1,12.7,21.5,"45,558","40,219","50,897"
48,277,TX,Lamar County,"8,424","6,978","9,870",17.0,14.1,19.9,"50,787","45,189","56,385"
48,279,TX,Lamb County,"2,423","1,911","2,935",19.1,15.1,23.1,"48,981","43,921","54,041"
48,281,TX,Lampasas County,"2,694","2,094","3,294",12.2,9.5,14.9,"64,401","57,547","71,255"
48,283,TX,La Salle County,"1,503","1,155","1,851",28.6,22.0,35.2,"40,549","35,436","45,662"
48,285,TX,Lavaca County,"2,505","1,969","3,041",12.4,9.7,15.1,"54,421","48,616","60,226"
48,287,TX,Lee County,"2,215","1,758","2,672",12.8,10.2,15.4,"59,469","52,338","66,600"
48,289,TX,Leon County,"2,593","2,101","3,085",16.3,13.2,19.4,"51,582","45,405","57,759"
48,291,TX,Liberty County,"14,473","11,740","17,206",15.6,12.6,18.6,"57,174","51,109","63,239"
48,293,TX,Limestone County,"3,503","2,711","4,295",16.8,13.0,20.6,"50,381","46,320","54,442"
48,295,TX,Lipscomb County,385,296,474,13.3,10.2,16.4,"64,249","57,367","71,131"
48,297,TX,Live Oak County,"1,838","1,423","2,253",17.7,13.7,21.7,"52,910","46,414","59,406"
48,299,TX,Llano County,"2,650","2,073","3,227",12.1,9.5,14.7,"61,037","55,474","66,600"
48,301,TX,Loving County,3,2,4,5.3,4.0,6.6,"100,917","87,622","114,212"
48,303,TX,Lubbock County,"48,593","43,305","53,881",16.1,14.4,17.8,"57,270","54,291","60,249"
48,305,TX,Lynn County,952,748,"1,156",16.8,13.2,20.4,"50,374","44,620","56,128"
48,307,TX,McCulloch County,"1,288",976,"1,600",17.3,13.1,21.5,"43,525","38,424","48,626"
48,309,TX,McLennan County,"37,352","32,097","42,607",14.7,12.6,16.8,"58,524","54,139","62,909"
48,311,TX,McMullen County,73,55,91,12.1,9.2,15.0,"63,120","54,948","71,292"
48,313,TX,Madison County,"2,000","1,528","2,472",17.5,13.4,21.6,"48,251","42,849","53,653"
48,315,TX,Marion County,"2,188","1,764","2,612",23.0,18.5,27.5,"43,178","38,149","48,207"
48,317,TX,Martin County,688,532,844,13.3,10.3,16.3,"69,505","60,756","78,254"
48,319,TX,Mason County,466,355,577,11.8,9.0,14.6,"56,690","49,631","63,749"
48,321,TX,Matagorda County,"8,267","7,128","9,406",22.9,19.7,26.1,"50,054","44,812","55,296"
48,323,TX,Maverick County,"11,691","8,985","14,397",20.5,15.8,25.2,"41,815","37,054","46,576"
48,325,TX,Medina County,"7,080","5,637","8,523",14.2,11.3,17.1,"62,907","57,162","68,652"
48,327,TX,Menard County,380,291,469,19.4,14.9,23.9,"41,507","36,305","46,709"
48,329,TX,Midland County,"17,432","14,145","20,719",10.5,8.5,12.5,"84,837","76,118","93,556"
48,331,TX,Milam County,"3,604","2,741","4,467",14.6,11.1,18.1,"53,320","47,609","59,031"
48,333,TX,Mills County,601,456,746,13.7,10.4,17.0,"54,948","49,355","60,541"
48,335,TX,Mitchell County,"1,447","1,090","1,804",19.2,14.5,23.9,"44,476","39,583","49,369"
48,337,TX,Montague County,"2,850","2,227","3,473",14.1,11.0,17.2,"54,988","50,522","59,454"
48,339,TX,Montgomery County,"67,809","59,505","76,113",10.5,9.2,11.8,"87,831","82,693","92,969"
48,341,TX,Moore County,"2,486","1,933","3,039",11.9,9.3,14.5,"61,833","54,454","69,212"
48,343,TX,Morris County,"2,213","1,738","2,688",18.5,14.5,22.5,"44,957","39,629","50,285"
48,345,TX,Motley County,180,138,222,16.9,12.9,20.9,"47,835","42,061","53,609"
48,347,TX,Nacogdoches County,"12,474","10,405","14,543",20.8,17.4,24.2,"46,970","41,847","52,093"
48,349,TX,Navarro County,"8,469","6,797","10,141",16.0,12.8,19.2,"51,015","45,656","56,374"
48,351,TX,Newton County,"2,310","1,809","2,811",19.8,15.5,24.1,"44,030","38,619","49,441"
48,353,TX,Nolan County,"2,601","2,025","3,177",18.3,14.3,22.3,"44,342","39,761","48,923"
48,355,TX,Nueces County,"62,967","55,554","70,380",18.2,16.1,20.3,"59,337","56,680","61,994"
48,357,TX,Ochiltree County,"1,149",900,"1,398",11.8,9.2,14.4,"60,914","53,781","68,047"
48,359,TX,Oldham County,239,182,296,15.7,12.0,19.4,"62,868","55,616","70,120"
48,361,TX,Orange County,"10,515","8,220","12,810",12.5,9.8,15.2,"65,908","60,966","70,850"
48,363,TX,Palo Pinto County,"4,212","3,300","5,124",14.8,11.6,18.0,"57,580","53,923","61,237"
48,365,TX,Panola County,"3,018","2,294","3,742",13.5,10.3,16.7,"54,244","47,708","60,780"
48,367,TX,Parker County,"12,227","9,787","14,667",7.9,6.3,9.5,"85,613","80,032","91,194"
48,369,TX,Parmer County,"1,481","1,191","1,771",15.2,12.2,18.2,"56,632","49,816","63,448"
48,371,TX,Pecos County,"2,972","2,412","3,532",22.6,18.3,26.9,"49,291","43,368","55,214"
48,373,TX,Polk County,"8,117","6,800","9,434",16.9,14.2,19.6,"50,827","44,933","56,721"
48,375,TX,Potter County,"22,716","19,361","26,071",20.7,17.6,23.8,"45,904","42,029","49,779"
48,377,TX,Presidio County,"1,304",979,"1,629",21.3,16.0,26.6,"39,791","34,794","44,788"
48,379,TX,Rains County,"1,594","1,212","1,976",12.8,9.7,15.9,"57,294","50,316","64,272"
48,381,TX,Randall County,"12,785","10,502","15,068",9.1,7.5,10.7,"72,082","65,883","78,281"
48,383,TX,Reagan County,386,299,473,11.9,9.2,14.6,"65,162","57,270","73,054"
48,385,TX,Real County,435,328,542,15.6,11.8,19.4,"46,907","40,900","52,914"
48,387,TX,Red River County,"2,140","1,692","2,588",18.7,14.8,22.6,"46,134","41,461","50,807"
48,389,TX,Reeves County,"2,590","1,952","3,228",22.2,16.7,27.7,"46,275","40,702","51,848"
48,391,TX,Refugio County,"1,033",766,"1,300",15.5,11.5,19.5,"46,695","41,137","52,253"
48,393,TX,Roberts County,59,45,73,7.4,5.6,9.2,"73,224","64,049","82,399"
48,395,TX,Robertson County,"2,842","2,185","3,499",16.9,13.0,20.8,"50,816","44,903","56,729"
48,397,TX,Rockwall County,"5,880","4,592","7,168",5.1,4.0,6.2,"120,696","113,999","127,393"
48,399,TX,Runnels County,"1,509","1,149","1,869",15.3,11.6,19.0,"48,190","42,957","53,423"
48,401,TX,Rusk County,"7,880","6,429","9,331",16.8,13.7,19.9,"53,186","47,434","58,938"
48,403,TX,Sabine County,"1,628","1,245","2,011",16.3,12.5,20.1,"46,233","40,635","51,831"
48,405,TX,San Augustine County,"1,768","1,410","2,126",22.7,18.1,27.3,"43,335","38,004","48,666"
48,407,TX,San Jacinto County,"4,804","3,748","5,860",17.3,13.5,21.1,"52,302","46,074","58,530"
48,409,TX,San Patricio County,"11,367","9,444","13,290",16.4,13.6,19.2,"58,227","53,100","63,354"
48,411,TX,San Saba County,935,714,"1,156",17.9,13.7,22.1,"45,437","40,046","50,828"
48,413,TX,Schleicher County,358,270,446,14.8,11.2,18.4,"52,408","45,906","58,910"
48,415,TX,Scurry County,"2,308","1,746","2,870",15.1,11.4,18.8,"49,727","45,506","53,948"
48,417,TX,Shackelford County,383,288,478,12.0,9.0,15.0,"61,351","54,105","68,597"
48,419,TX,Shelby County,"4,650","3,778","5,522",19.6,15.9,23.3,"43,244","38,398","48,090"
48,421,TX,Sherman County,332,253,411,12.0,9.1,14.9,"62,557","54,613","70,501"
48,423,TX,Smith County,"30,154","24,841","35,467",13.0,10.7,15.3,"62,903","59,841","65,965"
48,425,TX,Somervell County,863,657,"1,069",9.3,7.1,11.5,"68,280","60,009","76,551"
48,427,TX,Starr County,"20,610","17,398","23,822",31.6,26.7,36.5,"33,535","29,620","37,450"
48,429,TX,Stephens County,"1,389","1,033","1,745",16.2,12.0,20.4,"46,064","40,725","51,403"
48,431,TX,Sterling County,158,120,196,11.8,9.0,14.6,"69,212","60,560","77,864"
48,433,TX,Stonewall County,185,140,230,15.5,11.8,19.2,"49,813","43,812","55,814"
48,435,TX,Sutton County,459,349,569,13.9,10.6,17.2,"59,905","52,465","67,345"
48,437,TX,Swisher County,"1,347","1,058","1,636",20.9,16.4,25.4,"45,509","39,757","51,261"
48,439,TX,Tarrant County,"242,783","224,662","260,904",11.6,10.7,12.5,"71,399","69,642","73,156"
48,441,TX,Taylor County,"24,828","22,048","27,608",17.9,15.9,19.9,"53,820","50,857","56,783"
48,443,TX,Terrell County,126,95,157,17.4,13.2,21.6,"44,343","39,013","49,673"
48,445,TX,Terry County,"2,414","1,893","2,935",22.3,17.5,27.1,"42,225","37,348","47,102"
48,447,TX,Throckmorton County,224,175,273,15.0,11.7,18.3,"46,253","40,442","52,064"
48,449,TX,Titus County,"4,920","4,001","5,839",16.0,13.0,19.0,"49,513","44,785","54,241"
48,451,TX,Tom Green County,"15,221","12,593","17,849",13.2,10.9,15.5,"60,750","57,649","63,851"
48,453,TX,Travis County,"143,340","128,427","158,253",11.2,10.0,12.4,"84,519","82,000","87,038"
48,455,TX,Trinity County,"2,339","1,815","2,863",17.1,13.3,20.9,"46,569","41,367","51,771"
48,457,TX,Tyler County,"3,232","2,522","3,942",17.5,13.7,21.3,"46,955","42,207","51,703"
48,459,TX,Upshur County,"6,166","4,948","7,384",14.9,12.0,17.8,"51,634","46,010","57,258"
48,461,TX,Upton County,502,396,608,15.6,12.3,18.9,"49,340","42,625","56,055"
48,463,TX,Uvalde County,"4,984","3,904","6,064",20.5,16.1,24.9,"48,438","43,676","53,200"
48,465,TX,Val Verde County,"8,612","6,542","10,682",18.8,14.3,23.3,"50,532","46,307","54,757"
48,467,TX,Van Zandt County,"8,074","6,307","9,841",13.3,10.4,16.2,"59,929","55,139","64,719"
48,469,TX,Victoria County,"14,471","12,329","16,613",16.2,13.8,18.6,"57,142","51,829","62,455"
48,471,TX,Walker County,"14,402","11,883","16,921",23.9,19.7,28.1,"43,012","38,934","47,090"
48,473,TX,Waller County,"7,505","5,929","9,081",13.6,10.8,16.4,"65,437","60,986","69,888"
48,475,TX,Ward County,"1,565","1,201","1,929",14.1,10.8,17.4,"58,461","51,375","65,547"
48,477,TX,Washington County,"4,719","3,789","5,649",14.0,11.2,16.8,"66,601","59,962","73,240"
48,479,TX,Webb County,"59,771","52,377","67,165",22.6,19.8,25.4,"50,865","48,545","53,185"
48,481,TX,Wharton County,"6,575","5,154","7,996",15.9,12.5,19.3,"56,522","51,046","61,998"
48,483,TX,Wheeler County,691,531,851,14.1,10.8,17.4,"49,282","43,258","55,306"
48,485,TX,Wichita County,"17,237","14,089","20,385",14.6,11.9,17.3,"53,148","49,998","56,298"
48,487,TX,Wilbarger County,"1,747","1,334","2,160",14.1,10.8,17.4,"48,117","42,351","53,883"
48,489,TX,Willacy County,"5,912","4,849","6,975",34.3,28.1,40.5,"37,087","32,645","41,529"
48,491,TX,Williamson County,"38,403","33,182","43,624",6.0,5.2,6.8,"96,653","93,505","99,801"
48,493,TX,Wilson County,"5,004","3,951","6,057",9.8,7.7,11.9,"78,794","72,280","85,308"
48,495,TX,Winkler County,"1,076",829,"1,323",14.7,11.3,18.1,"62,477","54,704","70,250"
48,497,TX,Wise County,"7,216","5,892","8,540",10.2,8.3,12.1,"77,668","71,384","83,952"
48,499,TX,Wood County,"6,250","4,997","7,503",14.1,11.3,16.9,"53,485","47,376","59,594"
48,501,TX,Yoakum County,971,729,"1,213",12.8,9.6,16.0,"66,816","61,476","72,156"
48,503,TX,Young County,"2,628","2,037","3,219",14.8,11.5,18.1,"53,715","47,882","59,548"
48,505,TX,Zapata County,"4,001","3,159","4,843",28.9,22.8,35.0,"37,474","32,949","41,999"
48,507,TX,Zavala County,"2,338","1,741","2,935",25.4,18.9,31.9,"35,046","30,994","39,098"
49,000,UT,Utah,"286,086","273,709","298,463",8.7,8.3,9.1,"79,449","78,242","80,656"
49,001,UT,Beaver County,662,503,821,9.2,7.0,11.4,"59,437","52,228","66,646"
49,003,UT,Box Elder County,"4,712","3,830","5,594",8.0,6.5,9.5,"69,538","63,905","75,171"
49,005,UT,Cache County,"14,719","12,630","16,808",11.0,9.4,12.6,"69,670","65,453","73,887"
49,007,UT,Carbon County,"3,166","2,595","3,737",15.9,13.0,18.8,"50,503","46,078","54,928"
49,009,UT,Daggett County,70,53,87,7.2,5.5,8.9,"57,400","50,049","64,751"
49,011,UT,Davis County,"23,286","19,967","26,605",6.4,5.5,7.3,"93,260","89,235","97,285"
49,013,UT,Duchesne County,"2,555","1,974","3,136",13.1,10.1,16.1,"63,327","57,449","69,205"
49,015,UT,Emery County,"1,173",906,"1,440",11.8,9.1,14.5,"62,257","56,602","67,912"
49,017,UT,Garfield County,490,371,609,9.9,7.5,12.3,"56,943","50,543","63,343"
49,019,UT,Grand County,"1,061",810,"1,312",11.1,8.5,13.7,"52,645","49,812","55,478"
49,021,UT,Iron County,"7,906","6,384","9,428",13.3,10.7,15.9,"61,421","55,405","67,437"
49,023,UT,Juab County,"1,057",830,"1,284",8.8,6.9,10.7,"77,036","68,797","85,275"
49,025,UT,Kane County,729,560,898,9.4,7.2,11.6,"62,311","54,975","69,647"
49,027,UT,Millard County,"1,322",990,"1,654",10.2,7.7,12.7,"68,131","62,177","74,085"
49,029,UT,Morgan County,564,425,703,4.5,3.4,5.6,"111,472","98,991","123,953"
49,031,UT,Piute County,219,168,270,15.1,11.6,18.6,"50,768","44,841","56,695"
49,033,UT,Rich County,208,156,260,8.0,6.0,10.0,"70,815","61,909","79,721"
49,035,UT,Salt Lake County,"103,046","94,119","111,973",8.8,8.0,9.6,"80,676","79,068","82,284"
49,037,UT,San Juan County,"3,832","3,266","4,398",26.8,22.8,30.8,"48,071","42,398","53,744"
49,039,UT,Sanpete County,"3,129","2,423","3,835",11.7,9.1,14.3,"62,098","59,107","65,089"
49,041,UT,Sevier County,"2,107","1,605","2,609",9.7,7.4,12.0,"68,303","63,298","73,308"
49,043,UT,Summit County,"2,509","2,018","3,000",5.8,4.7,6.9,"124,354","112,007","136,701"
49,045,UT,Tooele County,"4,289","3,246","5,332",5.6,4.2,7.0,"90,591","83,694","97,488"
49,047,UT,Uintah County,"4,285","3,309","5,261",11.9,9.2,14.6,"64,105","57,240","70,970"
49,049,UT,Utah County,"54,542","48,184","60,900",8.1,7.2,9.0,"86,597","83,438","89,756"
49,051,UT,Wasatch County,"1,751","1,343","2,159",4.9,3.8,6.0,"102,206","90,123","114,289"
49,053,UT,Washington County,"17,782","15,086","20,478",9.4,8.0,10.8,"63,639","59,157","68,121"
